jml_lantai,harga,ruangan,luas (m2)
1,529202,3,57.99
10,1100000,4,83
3,385000,3,50.18
0,422300,1,29.22
5,749000,3,74.05
1,279202,1,36.26
4,391720,2,28
8,1288491,4,108.11
1,599000,4,80.02
0,769000,4,88.73
2,845824,3,71.68
2,610827,3,70.21
5,720400,2,52.91
5,399000,2,36.7
1,346970,1,26.69
4,429000,2,46.54
10,519000,2,41.78
1,603800,2,52.95
3,749000,4,84.17
1,519000,3,59.72
1,330048,2,45.48
5,429000,2,46.54
3,626916,4,70.44
1,287210,2,37.3
2,506380,1,36.17
0,302000,2,40.23
5,369150,2,28
4,269000,2,34.34
1,351105,2,39.45
0,284665,2,38.21
5,2179495,3,150.31
1,694472.89,3,62.46
1,387528,2,38.6
2,1438300,4,93.64
2,529000,3,60.22
4,824400,3,69.48
5,699000,3,64.89
1,240737,1,24.41
0,374772,3,62.95
4,895000,4,100
2,812000,3,58
3,749000,3,74.37
4,469000,2,39.07
0,456974,2,46.63
1,622000,3,59.53
2,517608,3,71.89
2,999235,4,86.89
4,469000,2,39.18
4,537301,2,45.75
1,629781,2,51.49
4,434072.58,3,64.3
3,500220,1,35.73
3,389000,2,36.8
5,1064600,4,110.84
5,419000,2,44.21
3,360000,3,50.98
1,565929,2,49.49
3,657000,3,55.66
4,605200,3,67.62
1,578534,3,67
3,1022350,3,88.9
0,559545,3,53
0,735100,3,58.59
0,374772,3,62.95
7,1115730,4,96.77
1,269900,1,26.15
1,485300,4,69.83
2,566035,3,65.43
1,639000,3,64.89
8,989000,3,68
2,598000,3,62
8,864900,4,81.43
8,840604,3,58.63
4,268637,2,36
4,636600,3,63.66
2,335900,2,41.08
5,468300,2,44.6
0,467040,2,38.92
6,466239,2,51.45
0,429000,3,58
2,586561,4,70.67
2,469000,2,38.97
0,456576,3,47.56
0,452408,3,51.41
0,531793,2,47.45
0,395064,2,54.87
10,4213160,4,150.4
5,511350,3,62.7
10,339999,1,18
3,980780,3,84.55
1,513081.5,3,68.87
10,325000,1,20
3,569000,3,53.98
10,1061000,3,93.51
0,489000,2,43.9
9,706790.88,3,60.04
2,532200,3,77.67
4,359500,3,51
2,519000,3,62.31
3,888624,3,82.28
2,729000,3,72.3
1,595355,4,71.3
1,391269,3,40.97
0,555000,4,75
7,379000,2,38.86
0,529000,3,61
0,499000,4,87
4,479000,3,55.23
3,429000,2,46.69
1,395000,2,42.21
0,864900,3,70.28
7,971904,3,75.93
0,213620,1,29.4
1,440736,3,67.44
1,555330,3,64.2
2,667055,3,74.95
8,933616,3,66.1
2,394128,3,54.74
10,800000,3,56
1,456893,2,32.87
2,604488,3,67.92
4,617258.9,2,43.2
3,913464,3,84.58
6,699000,3,64.89
4,217050,1,14.47
4,1000000,4,86
0,304651,3,50.86
3,693572,3,57.32
4,241578,1,24.36
4,535568,3,59.84
1,499000,3,62.31
3,729000,3,71.73
3,405515,2,55.55
8,419000,2,46.7
4,479000,3,55.23
4,649000,3,61.11
1,180000,1,17.9
1,665000,3,66.5
2,785536,3,104.01
3,345847.89,2,50.41
0,323400,2,49
1,210000,1,13.3
2,657670,3,50.59
3,292050,1,29.5
0,450000,2,40
5,988797,3,80.39
0,317440,3,51.2
4,479000,2,43.9
5,1026066,3,83.42
1,394412,2,52.24
4,495793,4,69.83
4,399000,2,46.7
5,700000,4,71.7
3,314669,2,34.77
2,552738,3,54.19
0,469000,3,58
2,567433,3,68.94
0,429875,2,45.25
2,499000,3,62.5
5,409000,2,46.7
2,699000,3,76
5,2179495,3,150.31
2,302142,2,39.62
0,471546,2,56.95
1,467196,3,51.08
6,519000,2,40.86
2,251000,1,21
1,799000,3,60.37
3,469000,2,38.97
0,550440,2,50.04
1,470675,3,70.25
5,788580,4,60.66
1,640452,4,84.27
4,290906,2,37.78
0,360472,2,43.96
0,682274,3,76.66
10,980254.44,4,83.27
10,340000,1,18
0,341964,2,40.71
5,241288,1,24.34
3,528300,3,65.99
3,262000,2,35.43
2,595000,2,37
0,553300,1,34.6
1,399000,2,44.21
2,299800,3,49.16
10,738000,2,46
10,897000,3,77
0,388284,2,49.78
3,369000,2,28.36
5,358733.38,2,42.77
1,325000,1,25.5
6,599000,3,68.66
4,412000,3,62.61
10,333000,1,20
0,415000,2,38.49
1,402577,2,33.83
0,469900,2,65.27
4,284207,2,36.91
0,629000,2,48.13
10,1049000,3,66.41
5,529400,2,42.4
8,734300,3,52.45
5,682984,3,64.99
0,1019749,5,106.78
0,650265,3,61.93
3,393300,3,55
5,408697,1,33.62
10,1061000,3,93.51
5,398823,3,55.01
1,481376,2,42.98
1,317000,2,40.96
4,529000,3,57.43
1,745656,4,84.83
0,343816,1,39.07
5,579000,3,53.84
3,1072296,4,101.16
1,422820,2,52.2
1,570000,3,60
9,526399,2,40.3
6,390100,2,41.75
1,862960,3,75.04
0,454235,3,66.75
2,586432.8,1,28.44
0,434664,3,60.37
3,561528,3,56.72
4,539508.75,2,31.9
4,388563,2,43.98
2,399000,2,44.21
0,575771,3,69.37
3,976979,3,77.42
0,537111.7,2,47.45
2,505000,2,46.79
2,726804,1,83.33
2,335872,2,40.96
10,1076863,3,68
1,467720,3,53.15
0,286748,2,37.24
3,688900,2,52.91
2,459000,2,39.07
0,1019749,5,104.78
1,1183000,4,91
4,479000,3,55.23
6,1154538,4,97.02
1,1103317,5,113.51
2,325000,2,33.3
0,629748,3,74.97
3,485380,1,34.67
4,348770,2,40
0,519000,3,55.25
5,625300,3,59.11
2,605800.9,3,65.21
4,351564,2,50.41
3,455598,3,58.3
3,417648,1,35.2
3,729000,3,72.3
1,412476,2,55.74
2,613197,2,52.41
3,429000,2,34.53
0,379900,3,59
0,408296,2,50.72
2,516000,2,45.24
4,749000,3,75.86
3,479000,3,55.2
9,895000,4,73.5
6,359000,2,38.86
2,414600,1,34.55
3,563905,4,77.78
6,405900,2,41
5,360916,2,39.23
0,430695,3,50.67
0,270648,2,37.59
0,474128.2,3,62.14
3,486540,2,44.94
2,417112.5,2,47.67
3,468300,3,66.9
3,326705,2,34.39
4,308750,2,32.5
1,305370,1,26.1
1,470160,2,58.77
1,523000,3,65.38
5,905951.2,4,93.59
3,535200,3,55.75
4,551561.1,3,68.01
0,442105.2,4,64.92
1,994220,5,139
3,409530,2,48.18
2,468966,3,49.89
1,436779,4,69.33
3,596646,2,46.98
7,721600,2,47.62
2,388080,2,39.6
0,518700,2,39.9
0,706800,4,74.4
4,632899,4,72.29
2,685420,3,65.93
1,333660.3,3,63
1,289636,2,38.11
2,497420,4,65.45
0,630000,4,75
4,375000,3,47
0,197028,1,25.26
0,568000,3,71.92
1,422280,1,46
4,586150,3,61.7
1,478000,3,61.95
1,231907,1,26.81
0,398320,2,49.79
1,459700,2,45.97
2,553755,3,63.65
4,689100,4,91.88
5,737422.2,3,73.89
0,449000,3,59
1,913220,6,130.46
1,333500,3,63
1,606606.73,4,83.1
4,295353,2,38.11
4,478629,3,59.09
5,308750,2,32.5
2,666130,4,91.88
1,412148,3,54.23
1,270013,2,38.03
0,375700,2,44
2,539960,2,48.4
2,314029,2,37.46
1,354351,2,40.73
3,443362.5,3,50.67
1,632380,4,90.34
1,457725,3,61.03
4,501000,3,56.74
5,436000,2,36.5
2,428100,1,29.8
8,492184,1,36.19
6,596970,4,66.31
0,399000,1,32.37
3,341200,2,34.12
5,454800,1,30.07
1,450528,3,57.76
2,478629,3,59.09
5,385720,1,28.1
3,436230,2,47.16
4,372632,2,35.83
3,489491,3,60.65
6,403337.5,2,39.35
4,599600,3,74.95
6,596790,4,66.31
0,475176,4,60.92
5,354351,2,40.73
2,384842,2,39.88
0,449000,3,59
0,430695,3,50.67
1,279372,1,30.04
2,734107,3,60.5
6,531090,3,59.01
4,499512,2,45.58
1,478350,3,53.15
7,1026975.47,4,98.7
1,410184,3,50.64
6,477500,1,31.08
0,354351,2,40.73
1,394000,2,37.42
4,414000,1,34.5
3,225898,1,25.24
3,406725,3,54.23
1,417605,3,49.13
2,714248,2,46.99
0,684972,3,69.29
2,836252,3,76.37
4,604752,4,70.32
5,648150,4,86.42
4,469630,4,67.09
4,370092.5,2,40.01
1,799900,3,63.04
5,783832.38,3,61.17
4,498846,4,70.26
3,466362,2,48.83
6,351146.7,2,38.63
5,625260,3,59.32
6,333125,2,32.5
1,294170,2,35.23
5,549912.5,4,75.85
1,515000,3,66.21
6,703147.5,4,85.23
5,296780,1,31.24
4,651000,4,86.85
4,790650,3,70.28
1,695000,5,90.6
0,291217,2,35.23
0,704013,2,49.93
1,637215,2,55.41
2,669376.7,4,91.57
5,343980,2,36
3,568290,3,59.82
1,432432,2,60.06
3,713865,3,59.91
4,358622.5,2,38.77
4,361050,2,41.5
0,304695,2,32.94
1,710000,5,90.6
2,658250,2,52.66
4,312930,2,32.94
1,608760,2,50.73
2,352692,2,34.92
0,360090,2,40.01
0,595851,2,46.5
1,414720,1,34.56
0,342459.6,2,49.56
1,591449.04,2,46.41
4,429887.5,3,49.13
1,253330,1,32.9
2,549524,4,58
2,399977,3,50.63
0,357050.4,2,44.52
2,585480,3,59.32
3,711075,4,74.85
4,489847,3,52.39
4,456900,1,31.08
4,628768.6,3,79.19
4,811000,4,83.09
2,361415,2,35.26
6,305706,2,36.71
3,411582.5,3,56.77
2,415242,2,40.71
5,616140,4,68.46
1,645000,4,71.79
1,277750,2,25.25
0,478629,3,59.09
1,397000,2,37.67
6,395770,2,41.66
5,502944,2,44.88
2,492969,3,67.53
1,430695,3,50.67
1,445563,3,47.91
2,309700,2,35.02
3,291000,1,29.31
5,1235700,4,101.11
2,316000,3,54.5
0,354351,2,40.73
0,308700,2,41.16
0,360090,2,40.01
1,908019,5,104.37
1,313276,2,38.48
1,600484,2,49.22
0,499000,3,67.53
4,496740,2,44.94
2,549000,2,31.44
1,320892,2,31.46
2,267457,2,37.67
3,900800,4,79.41
1,625697.6,2,53.57
2,335806,2,40.21
4,499720,2,45.6
3,525096,4,72.93
6,550930,3,59.56
3,826656,3,75.84
4,639860,2,49.22
0,447300,3,51.88
3,393108,2,41.82
3,497420,4,65.43
1,779116.32,3,62.19
2,460653,3,47.49
0,228672.6,1,30.86
1,265185,2,37.35
7,539682,4,72.93
2,679592,2,44.71
1,283919,2,38.11
1,306996,2,36.86
1,388000,2,45.86
5,681686,3,57.77
1,395524,3,64.84
2,783622,3,70.28
0,486831,2,42.96
3,352611,2,34.74
2,357504,2,47.04
6,683413.2,4,72.09
0,449008,3,59.09
1,710980,4,74.84
1,1232500,3,85
0,274381,2,32.86
0,606600,4,80.88
5,1352085,4,116.3
2,448000,2,33.18
2,417501,2,44.97
1,352331,2,35.34
0,477500,1,34.34
7,920400,3,63.04
0,519000,3,61.82
1,257497.5,1,34.75
1,332316,2,32.58
1,900000,4,82
0,388600,1,29
2,400000,2,47
1,446872.2,4,65.62
5,626900,4,78.06
0,464130,3,51.57
7,478629,3,59.09
7,465613,4,57.65
3,478629,3,59.09
2,299000,1,28.88
8,458200,3,58
1,304695,2,32.94
3,759000,3,78
0,330120,2,36.68
10,528750,1,35.25
1,469000,3,55.59
5,463080,2,44.78
2,443362.5,3,50.67
0,300625,2,32.5
0,568592,4,71.53
1,300625,2,32.5
4,353600,1,27.2
1,346008,1,28.78
0,522776.1,4,77.91
8,1000351.61,4,83.32
2,394020,2,43.78
2,657647.5,4,77.78
2,415975,2,47.54
5,443362.5,3,50.67
5,390282,2,44.86
0,465000,4,86
8,485700,1,30.07
4,304695,2,32.94
2,599000,4,84.36
6,549015,3,64.59
1,612241.31,2,52.93
2,722812.5,4,93.75
3,479337.6,3,61.14
5,443362.5,3,50.67
1,449000,3,63.37
1,279900,2,37
1,699017,3,57.77
3,705154,2,44.55
4,568765,3,59.87
3,296990,2,36.6
2,653838,2,55.41
2,569100.44,2,46.04
2,575950,4,75.85
5,316875,2,32.5
1,484538,3,59.09
3,353600,1,27.2
3,512512,3,46.47
0,301923.6,1,39.16
0,381667,2,40.82
1,349600,2,34.96
5,361702.5,3,49.89
4,781300,4,62.66
2,356000,2,39.57
0,456212,4,67.09
4,434165,2,61.15
4,596257.2,2,47.8
3,420900,1,27.78
0,424680,2,35.39
2,399000,2,38.59
0,540960,4,77.28
1,718832.4,4,93.72
5,312930,2,32.94
6,515880,3,57.32
1,276770,1,28.63
4,392130,2,43.57
2,856992,3,75.84
0,612000,3,63.81
10,334836,2,47.16
5,262707,1,30.47
1,526058.7,3,67.53
1,354981,2,38.17
8,559900,1,33.54
1,567800,3,66.25
5,443905,4,57.65
1,355000,3,57
1,994220,5,139.4
6,672019.93,2,53.39
7,353742,2,40.66
2,530950,3,57.4
2,1054704,4,95.7
3,285200,2,36.8
3,289899,2,35.23
1,963072,4,109.44
5,846508.32,3,63.21
7,876100,3,66
0,431973,2,53.33
1,456369,4,59.41
0,540960,4,77.28
8,530541,2,42
5,393000,2,44.62
2,322905,2,31.35
3,600704,3,58.73
7,1001800,4,79.41
3,438400,1,29.8
1,387624,2,41.68
0,550000,3,56.61
3,601236,4,70.32
2,639880,3,94.1
3,443362.5,3,50.67
2,476226,2,51.95
0,327015,3,44.51
4,659677.5,4,90.99
0,599850,3,46.5
2,224600,1,25.24
2,352086,2,34.86
1,565999,3,66.35
1,374418,3,61.38
1,659548,4,71.69
4,308750,2,32.5
1,479320,3,52.1
0,438748,2,47.69
0,815850,2,54.39
5,312930,2,32.94
6,573144,2,46.82
1,423300,2,45.01
3,410265,3,50.65
8,519072,3,56.9
1,488307,4,70.26
4,404177,2,42.77
0,390150,2,45.9
8,1987979,4,129.51
5,1352085,4,116.3
4,402979,3,51.01
1,328446.5,2,54.65
0,497650,2,52.11
4,590200,3,66.63
1,352440,2,35.6
10,652818.48,2,52.54
1,719500,4,62.49
2,292500,2,32.5
4,811000,4,83.09
1,997456,5,160.88
3,639880,3,94.1
3,575280,2,55.84
4,269951,1,27.83
6,474300,2,44.46
4,387000,2,46
4,999999,4,106.2
0,381000,2,48.37
3,308750,2,32.5
1,402490,1,36.59
5,429887.5,3,49.13
5,452790,3,55.9
1,695000,5,90.6
5,989175,5,82.5
2,476094.13,3,64.78
2,404999,3,44.63
4,422900,1,27.87
0,335000,2,43.77
0,564000,4,58.97
6,854500,3,66
6,1004800,3,78.75
0,299100,2,39.88
1,519800,3,58.75
2,400486,3,49.16
1,917250,4,98.61
0,408317.44,3,52.35
4,756682.5,6,104.37
5,358622.5,2,38.77
1,276770,1,28.63
7,449700,1,27.78
10,1860700,5,117.59
0,479900,4,70.5
1,532843,3,59.87
0,583575,4,62.75
1,507200,4,65.17
0,322455,2,34.86
7,469300,1,29.8
1,491296,3,46.47
0,409248,2,40.32
1,997456,5,160.88
4,445474,3,50.9
2,396324,2,39.24
1,308325,2,37.45
3,724333,3,72.58
4,359710,1,27.67
4,652600,2,44.16
2,736713.4,3,55.96
1,353600,1,27.2
0,337456,2,36.68
1,454993,3,59.09
4,876148,3,75.53
4,314047.8,1,34.21
1,530672.5,3,57.37
6,693680,2,56.45
0,586150,3,61.7
0,386584,2,40.48
0,384610.6,3,55.66
1,452088,1,35.88
6,422750,2,44.5
6,434720,1,31.23
6,345937.5,2,33.75
4,503880,3,46.55
1,300625,2,32.5
8,860600,4,62.66
5,475547,4,66.51
5,563905,4,77.78
1,463099,3,50.89
3,549912.5,4,75.85
1,560949,4,72.86
1,402300,1,27.82
3,377000,2,44.86
1,429044,2,46.89
7,932190,3,81.06
3,463320,3,52.65
1,291940,1,26.54
4,483560,2,43.96
3,704000,4,75.25
3,836252,3,76.37
4,504085,3,55.7
3,450528,3,57.76
9,832195,4,91.45
1,381634,1,38.51
1,782619,3,70.19
0,561000,3,60.39
0,552865,4,71.81
2,322320,2,47.4
2,352086,2,33.32
2,568860,3,59.88
1,527406,4,78.6
3,324272,2,31.18
3,338436,2,33.18
6,325000,2,32.5
3,474240,4,62.4
0,568592,4,71.53
0,271646,2,38.26
1,390630,2,44.9
2,502512,4,66.12
1,493396,3,53.63
6,612768,3,47.65
1,436779,4,69.33
1,507000,3,65.38
0,449100,2,44.54
0,509472,3,55.68
1,374418,3,61.38
1,307000,3,48.5
4,392080,1,30.74
1,429000,3,49.89
1,300625,2,32.5
5,363120,1,28.79
4,424680,2,35.39
2,444510,2,49.39
4,753500,3,61.46
0,546600,3,72.88
0,427630,3,57.4
6,333125,2,32.5
0,650000,4,65
1,350574,2,34.37
1,480000,3,71.5
4,398000,2,38.28
4,392645,3,47.37
1,282514.5,2,36.93
1,523161,2,45.24
2,505000,3,52.45
2,450528,3,57.76
4,316875,2,32.5
3,405000,2,36.7
0,470160,2,58.77
4,443362.5,3,50.67
2,507461,3,56.63
0,367000,2,46.78
5,666984.78,2,53.47
0,294876,1,27.9
2,234327.17,1,31.31
4,615992,3,58.91
1,549836,4,69.57
4,566865,2,41.99
7,910700,4,70.3
0,318107.5,2,34.39
2,285825,2,38.11
1,409530,2,48.18
2,670341,3,57.54
2,506514,3,87.33
2,532811.7,3,67.53
6,428679.36,2,40.78
2,370500,2,37.05
2,588300,3,66.25
2,416116,3,51.71
1,553005,2,48.2
0,625800,2,47.53
2,603567,3,60.66
8,523800,2,32.79
0,711125,3,56.89
2,563000,3,60.28
5,408697,1,33.62
1,381237,2,43.57
0,480480,3,54.6
2,385686,3,61.22
0,426000,3,54.65
2,579794.17,4,78.89
6,515600,1,33.2
1,335806,2,40.21
2,297288,1,27.9
4,596363.56,2,46.54
2,326395,2,45.02
9,722125,3,57.77
1,530950,4,75.85
1,328000,2,37.5
4,340000,3,52.41
4,290532,1,31.24
3,384621,3,47.26
1,773000,3,120
3,410184,3,50.64
3,308500,2,34.85
6,398212.5,2,38.85
4,1228682,5,121.8
3,653820,3,64.48
4,308750,2,32.5
1,384000,2,47.55
2,272664,2,37.87
0,539155,3,63.43
0,526516,3,57.23
1,377174,2,37.16
1,353803,2,35.03
2,648324,4,70.47
0,276000,2,43.5
1,577854,2,46.98
1,568200,4,67.31
1,402490,1,36.59
3,587837.5,3,63.55
0,697200,3,87.8
4,433661,2,45.89
3,308000,1,31.82
6,592758.45,3,60.49
0,398240,2,49.78
6,400100,2,40.01
1,268451,2,37.81
1,670650,2,44.71
2,696743,3,65.54
2,385686,3,61.22
0,454916,3,59.08
4,375000,3,47
5,680823,4,68.77
0,541717,2,44.77
1,453019,3,53.58
0,533000,3,56.09
2,406000,3,57
3,310198,2,37.45
5,410994,2,50.74
3,232229,1,25.97
5,628200,4,87.25
4,460700,2,46.07
1,504242,4,68.15
2,341000,2,38.86
0,292656,1,29.12
4,360000,4,61.17
1,519800,3,58.7
1,568200,3,67.31
5,459264,1,35.88
1,316000,2,35.76
1,465728,3,61.28
2,539682,4,72.93
4,274326,2,35.17
1,526136.6,3,67.54
4,228650,1,26.9
3,354351,2,40.73
3,349860,1,28.79
5,408700,1,33.62
1,498465,3,87.45
1,319516,1,34.73
3,394000,4,75
2,634511,3,65.1
9,623763.2,2,47.74
4,628000,3,65.61
0,269913.6,1,31.68
5,443362.5,3,50.67
0,421811.4,3,61.94
0,712154,5,96.25
5,608268,4,70.32
6,977000,4,79.41
1,417605,3,49.13
3,836252,3,76.37
5,535971.85,2,45.24
4,305210,1,26.54
4,654000,4,69.24
4,568875,4,75.85
5,568431.9,3,67.59
5,463828,3,61.03
1,564000,3,57.18
0,332283,1,31
3,648000,4,86.4
1,600000,3,65
3,350323.9,2,39.23
2,346357,2,32.83
1,586245,3,61.71
2,365000,2,43.78
2,479395,3,67.53
3,301410,2,33.49
2,402000,2,37.52
1,445008,3,60.96
1,593275,4,70.21
3,447993,2,49.23
5,557575,2,48
2,489362,4,66.12
1,500560.4,4,72.44
7,799800,3,54.39
0,511500,2,45.14
5,749000,3,74.3
1,284610,2,35.8
5,299376,1,31.68
0,467792,2,44.61
0,388952.93,2,44.2
0,459553,2,49.15
3,335104,2,29.92
3,375738,3,56.94
0,300625,2,32.5
1,265157,2,36.7
2,648000,4,86.4
4,1003200,4,106.5
1,826754,3,75.18
1,300625,2,39.87
0,495000,2,44.73
2,648000,4,86.4
3,362370,2,51.4
2,484852.5,2,58.77
7,450700,1,27.82
2,524128.89,3,58.49
3,392645,3,47.37
2,337418,2,37.49
0,476520,3,50.16
1,519800,3,66.3
1,590976,2,45.6
4,592500,3,79
1,703950,2,46.93
2,431975,2,46.7
1,679000,2,39.54
2,648150,4,86.42
1,351724,3,49.89
6,466239.9,2,51.45
1,357018,3,44.35
0,301692.3,1,39.13
4,408080,3,51.01
5,660096,4,69.12
2,370092.5,2,40.01
0,697215,3,87.7
4,464000,3,58
0,626400,4,86.4
3,359168,1,28.05
4,859163,3,76.37
10,774080,3,68.9
1,583125,2,46.65
2,377287.8,2,47.22
3,317460,2,40.7
8,896700,3,66
1,334000,3,63
1,374418,3,61.38
2,676610,3,62.55
1,577146.6,4,62.87
2,709169.58,2,54.38
6,477708,1,36.19
4,657647.5,4,90.71
1,268451,2,37.81
4,367432,1,28.85
4,673973.08,3,62.41
1,365000,2,37.33
1,550000,1,36.59
1,419000,2,44.23
4,549912.5,4,75.85
2,359840,1,27.68
0,451555,4,69.47
4,258576,1,30.52
1,423996,2,47.54
3,312930,2,32.94
2,134075.9,1,20.06
6,292978,2,35.23
0,484794,4,70.26
3,369000,2,28.29
0,530950,4,75.85
2,559945.2,3,71.88
3,602472,3,58.9
1,463828,3,61.03
0,292656,1,29.12
1,382137,2,41.09
2,466246.8,2,56.31
3,489362,4,66.13
3,364352,3,56.93
4,370092.5,2,40.01
2,369000,2,45.62
4,553942,3,58.93
2,308750,2,32.5
3,491360,3,53.12
4,398000,2,38.28
0,376513,3,53.03
3,489944,2,45.72
5,395000,2,46.39
0,521896,3,58.64
3,277450,2,35.8
8,537200,1,33.2
0,430695,3,50.67
1,529000,2,36.77
1,380000,2,42.6
0,271200,2,43.04
3,257076,2,34.74
9,486216,3,67.53
2,334006,2,31.51
2,657647.5,4,90.71
3,297432,1,36.72
7,1578887.2,4,121.64
1,472875.86,3,64.78
1,399000,1,36.6
0,271656,1,27.72
3,384904,1,30.75
3,394000,4,74.5
4,386000,2,45.51
5,408697,1,33.6
8,477204,1,35.88
0,359216,2,30.43
5,450000,2,47.5
2,228650,1,26.9
1,750025,4,83.32
1,551820,2,56.01
0,495000,2,49.53
1,509997,3,66
0,529250,4,71.53
3,141972,1,20.06
4,396409.11,2,38.42
0,382168,3,61.64
7,486216,3,67.53
0,697215,3,87.7
2,490235.2,3,62.53
1,341670,2,32.54
0,499050,3,66.54
1,410108.5,3,59.35
1,518800,3,58.8
1,519000,3,66.21
5,370092.5,2,40.01
4,312930,2,32.94
1,304695,2,32.94
7,558139.9,3,59.13
0,422000,2,42.2
3,372486.9,2,47.21
0,625675,4,86.3
1,352331,2,35.34
3,539682,4,72.93
6,452400,3,58
1,410994,2,50.74
4,315000,1,30.25
0,312930,2,36.6
2,463828,3,61.03
9,5653500,6,226.14
5,446600,3,58
3,303945,2,44.05
4,434165,2,61.15
5,905816.4,3,88.98
0,376000,2,44.46
0,388362,2,49.79
1,333000,2,40.29
3,786544,3,74.35
0,472784,2,45.21
2,1003557,3,81.59
1,645000,4,71.79
8,1085335,4,80.1
3,402560,3,69.9
0,533000,3,56.09
1,536783.5,3,57.41
5,823125,5,109.75
2,590209,3,66.63
3,545568,4,56.83
6,612370,3,55.67
1,348930,2,38.77
0,279680,2,36.8
7,427518,3,54.81
4,1003800,4,106.18
6,550930,3,59.56
1,997456,5,160.88
4,767089.3,4,83.47
2,715000,4,75.25
2,871734.7,3,77.94
1,350544.3,2,50.73
5,275517,1,27.83
3,447260,2,47.08
1,381235,1,27.78
1,337456,2,36.68
0,607288,4,69.01
4,584814,4,67.22
1,426360,1,31.73
1,539682,4,72.93
3,254975,1,32.9
3,463700,3,52.61
6,466440,1,35.88
1,430695,3,50.67
1,641976,2,46.52
5,231561,1,26.77
0,2668220,4,124.03
2,391263.5,2,40.97
5,463860,3,51.54
4,900000,4,75
0,422640,2,46.96
2,358622.5,2,38.77
4,619458,4,72.03
1,529250,4,71.53
0,472972,2,50.05
4,999999,4,107
0,495000,3,63.28
1,270013,2,38.03
0,447300,3,51.27
3,394480,3,49.31
5,340216,2,36.98
1,351208,2,33.77
0,273696,2,31.41
3,891660,3,81.06
2,368011,1,27.67
7,1682278.4,4,119.48
5,436000,3,56.05
6,900800,3,63.04
1,497420,4,65.45
1,228650,1,26.9
5,685060,2,56.3
1,323272,2,47.54
6,625726.8,3,71.43
4,811000,4,83.09
2,384000,2,44.88
5,398515.5,2,45.03
6,337500,2,33.75
1,430695,3,50.67
3,449000,3,51.1
0,238671.31,1,32.56
4,312930,2,32.94
2,410000,3,56
3,549912.5,4,75.85
5,849408,3,75.84
0,431973,2,53.33
2,443362.5,3,50.67
1,257050,1,30.52
3,921466,3,75.53
1,683739.85,3,68.4
4,648000,4,86.4
0,284000,2,44.5
2,310293,2,41.65
1,414000,2,42
2,394000,2,43.81
2,303030,1,27.6
3,288368,2,43.04
1,565200,4,67.5
6,706880,4,88.36
2,377129,3,51.31
6,544362.5,2,58.85
2,301000,2,30.25
1,390881,2,40.93
2,353600,1,27.2
2,459700,2,45.97
0,500827,3,55.34
2,444238.4,2,54.98
1,281324,1,26.54
3,1650000,3,96.4
4,272800,2,35.5
2,561556,3,59.74
3,628907.5,3,67.99
0,534480,3,58.99
3,699774.4,4,79.16
5,231474,1,26.76
8,877566,3,74.37
1,329000,2,37.5
2,481382,3,52.61
3,356713.5,3,49.89
1,357204,2,35.02
2,1562414,4,104.86
2,508813,3,57.17
3,840000,3,63.04
0,311700,2,34.94
3,560616,3,66.74
1,416404,3,54.79
3,923965,4,82.08
1,376000,2,44.6
4,832723.2,3,63.2
1,544799,3,74.63
6,536040,3,59.56
8,634712,2,46.67
2,224636,1,25.24
3,308750,1,32.5
4,587837.5,3,63.55
0,374490,3,51.3
3,257076,2,34.74
0,399504,3,64.96
0,473213,3,53.17
1,376000,3,44.46
1,454345,2,51.05
2,365000,2,40.77
3,483184,2,44.88
1,393125,2,46.25
0,232823,1,26.11
8,574000,2,46.7
1,692676.57,3,67.92
4,448318,4,57.65
1,615060,3,64.17
4,598780,4,73.6
0,351190,2,43.25
6,777680,4,97.21
1,409305,4,62.97
1,706032.21,3,70.61
1,438740.4,2,54.98
4,374245.6,3,54.16
0,466000,3,58.3
5,276085,2,35.17
7,361050,2,41.5
0,445000,2,45.61
2,369152,2,35.84
1,791795.52,3,64.88
0,451555,4,69.47
4,443362.5,3,50.67
0,711118,5,96.11
4,410925,3,54.79
1,223900,1,25.2
1,504242,4,68.15
1,546600,3,72.88
1,411437,3,51.71
5,756682.5,6,104.37
5,443362.5,3,50.67
1,430695,3,50.67
5,648000,4,86.4
5,518000,3,66.36
2,282376,1,30.04
0,462000,2,41.15
1,360090,2,40.01
0,317815,2,37.39
3,300000,1,29.31
9,837292,4,91.01
5,308750,2,32.5
3,626820,4,80.88
1,304695,2,32.94
4,2518362,5,156.42
2,410103,3,50.63
1,334829,2,49.9
9,334836,2,47.16
0,270648,2,37.59
0,296918.7,2,40.07
5,988750,5,87.5
4,620172,2,49.22
0,570258,2,48.74
1,331819.8,2,44.78
1,236268,1,25.98
5,864000,4,70.27
4,409014,2,43.98
4,546704,3,58.16
2,523146.6,3,67.59
1,410994,2,50.74
2,463828,3,61.03
3,285380,2,30.04
0,311000,2,35.02
5,308750,2,32.5
1,409305,4,62.97
2,326705,2,34.39
4,443362.5,3,50.67
1,562169,4,68.15
0,544380,3,63.3
0,399000,2,36.58
1,626400,4,86.4
1,472875.86,3,64.78
4,374407,2,37.07
8,940000,3,63.04
1,591000,3,66.1
1,443100,3,59.08
0,308308,2,33.88
3,271000,2,33.08
1,312146.5,1,31.69
5,272500,2,30.3
3,650500,2,44.16
1,789200,3,75.18
